ID,name,lat,long
533,Strausberg (Lkr. Märkisch-Oderland),52.5790000, 13.8870000
534,Alt Temmen (Lkr. Uckermark),53.0960000, 13.7560000
535,Flieth (Lkr. Uckermark),53.1620000, 13.8130000
536,Lychen (Lkr. Uckermark),53.2120000, 13.3150000
537,Suckow (Lkr. Uckermark),53.1590000, 13.8480000
538,Booßen (Stadt Frankfurt (Oder)),52.3710000, 14.4740000
539,Frankfurt (Oder),52.3470000, 14.5510000
540,Schwedt (Oder) (Lkr. Uckermark),53.0600000, 14.2820000
541,Krauschütz (Lkr. Elbe-Elster),51.4500000, 13.5330000
542,Lausitz (Lkr. Elbe-Elster),51.5130000, 13.3480000
543,Elsterwerda (Lkr. Elbe-Elster),51.4600000, 13.5200000
544,Altdöbern (Lkr. Oberspreewald-Lausitz),51.6500000, 14.0330000
545,Buchholz (Lkr. Oberspreewald-Lausitz),52.1100000, 13.7650000
546,Groß Lübbenau (Lkr. Landkreises Oberspreewald-Lausitz),51.8280000, 13.9820000
547,Werchow (Lkr. Oberspreewald-Lausitz),51.7260000, 13.9550000
548,Frauendorf (Lkr. Oberspreewald-Lausitz),51.4150000, 13.7700000
549,Kahren (Stadt Cottbus),51.7210000, 14.4150000
550,Kolkwitz (Lkr. Spree-Neiße),51.7500000, 14.2500000
551,Krieschow-Wiesendorf (Lkr. Spree-Neiße),51.7550000, 14.1490000
552,Müschen (Lkr. Spree-Neiße),51.8140000, 14.1330000
553,Cottbus,51.7580000, 14.3290000
554,Doberlug (Lkr. Elbe-Elster),51.6260000, 13.5620000
555,Finsterwalde (Lkr. Elbe-Elster),51.6340000, 13.7070000
556,Groß Briesnig (Lkr. Spree-Neiße),51.8010000, 14.6000000
557,Deulowitz (Lkr. Spree-Neiße),51.9480000, 14.6540000
558,Groß Drewitz (Lkr. Spree-Neiße),52.0030000, 14.5910000
559,Guben (Lkr. Spree-Neiße),51.9500000, 14.7140000
560,Hohenbucko (Lkr. Elbe-Elster),51.7670000, 13.4670000
561,Schlieben (Lkr. Elbe-Elster),51.7240000, 13.3830000
562,Dahme (Lkr. Teltow-Fläming),51.8700000, 13.4270000
563,Gehren (Lkr. Dahme-Spreewald),51.8050000, 13.6470000
564,Gießmannsdorf (Lkr. Dahme-Spreewald),51.8790000, 13.6950000
565,Liedekahle (Lkr. Teltow-Fläming),51.9100000, 13.5190000
566,Luckau (Lkr. Dahme-Spreewald),51.8520000, 13.7070000
567,Sagritz (Lkr. Dahme-Spreewald),51.9400000, 13.6220000
568,Byhleguhre (Lkr. Dahme-Spreewald),51.8790000, 14.1740000
569,Lübben (Lkr. Dahme-Spreewald),51.9380000, 13.8880000
570,Neu Zauche (Lkr. Dahme-Spreewald),51.9330000, 14.1000000
571,Dörrwalde (Lkr. Oberspreewald-Lausitz),51.5870000, 14.0620000
572,Lindenau (Lkr. Oberspreewald-Lausitz),52.8620000, 12.4120000
573,Berlin-Lützow,52.5166700, 13.2833300
574,Berlin-Kaulsdorf,52.5173200, 13.5887100
575,Berlin-Spindlersfeld,52.4499400, 13.5631600
576,Berlin-Friedrichshagen,52.4505200, 13.6246300
577,Berlin-Kreuzberg,52.5000000, 13.4030000
578,Berlin-Friedrichsfelde,52.5060000, 13.5080000
579,Berlin-Lichtenberg,52.5140000, 13.5000000
580,Berlin-Mahlsdorf,52.5090000, 13.6140000
581,Berlin-Mitte,52.5200000, 13.4050000
582,Berlin-Britz,52.4430000, 13.4340000
583,Berlin-Rixdorf,52.4770000, 13.4310000
584,Berlin-Blankenfelde,52.6190000, 13.3910000
585,Berlin-Niederschönhausen,52.5850000, 13.4030000
586,Berlin-Heiligensee,52.6140000, 13.2450000
587,Berlin-Hermsdorf,52.6110000, 13.3180000
588,Berlin-Lübars,52.6160000, 13.3540000
589,Berlin-Pichelsdorf,52.5130000, 13.1970000
590,Berlin-Spandau,52.5510000, 13.1990000
591,Berlin-Lichterfelde,52.4330000, 13.3080000
592,Berlin-Tempelhof,52.4670000, 13.4000000
593,Berlin-Tiergarten,52.5170000, 13.3670000
594,Berlin-Wedding,52.5470000, 13.3560000
595,Berlin-Malchow,52.5830000, 13.4830000
596,Berlin-Wannsee,52.4190000, 13.1550000
597,Berlin-Zehlendorf,52.4330000, 13.2500000
598,Althof (Lkr. Bad Doberan),54.0879900, 11.9280000
599,Blengow (Lkr. Bad Doberan),54.0930000, 11.6450000
620,Warnemünde (Stadt Rostock),54.1770000, 12.0840000
621,Stralsund (Lkr. Vorpommern-Rügen),54.3024200, 13.0928400
622,Gadebusch (Lkr. Nordwestmecklenburg),53.7010000, 11.1170000
623,Rehna (Lkr.- Nordwestmecklenburg),53.7833000, 11.0500000
624,Roggendorf (Lkr. Nordwestmecklenburg),53.7000000, 11.0167000
625,Vietlübbe (Lkr. Nordwestmecklenburg),53.7095500, 11.1985300
626,Lalendorf-Roggow (Lkr. Rostock),53.8014300, 12.4178400
627,Lübtheen (Lkr. Ludwigslust-Parchim),53.3136000, 11.0766000
628,Wittenburg (Lkr. Ludwigslust-Parchim),53.5199000, 11.0761000
629,Bresegard bei Eldena (Lkr. Ludwigslust-Parchim),53.2471000, 11.3693000
630,Kremmin (Lkr. Ludwigslust-Parchim),53.2500000, 11.6000000
631,Lanz (Lkr. Prignitz),53.7090000, 12.0110000
632,Ludwigslust (Lkr. Ludwigslust-Parchim),53.3290000, 11.4970000
633,Hof Hagen (Lkr. Ludwigslust-Parchim),53.5660000, 12.0400000
634,Penzlin (Lkr. Ludwigslust-Parchim),53.5230000, 12.1640000
635,Herzfeld (Lkr. Ludwigslust-Parchim),53.3242600, 11.7649700
636,Slate (Lkr. Ludwigslust-Parchim),53.3967400, 11.8530500
637,Hof Wandrum (Lkr. Ludwigslust-Parchim),53.6452500, 11.2925700
638,Plate (Lkr. Ludwigslust-Parchim),53.5510000, 11.5090000
639,Brüel (Lkr. Ludwigslust-Parchim),53.7370000, 11.7359000
640,Dannhusen (Lkr. Ludwigslust-Parchim),53.6504100, 11.7812500
641,Friedrichswalde (Lkr. Ludwigslust-Parchim),53.7667100, 11.7510100
642,Schwerin (Landeshauptstadt),53.6312900, 11.4091800
643,Altentreptow (Lkr. Mecklenburgische Seenplatte),53.6927000, 13.2562000
644,Anklam (Lkr. Vorpommern-Greifswald),53.8466000, 13.7083000
645,Putzar (Lkr. Vorpommern-Greifswald),53.7161100, 13.6555000
646,Demmin (Lkr. Mecklenburgische Seenplatte),53.9076200, 13.0314200
647,Rustow (Lkr. Vorpommern-Greifswald),53.9586100, 13.0831700
648,Stavenhagen (Lkr. Mecklenburgische Seenplatte),53.7000000, 12.9000000
649,Genzkow (Lkr. Mecklenburgische Seenplatte),53.6272200, 13.4995000
650,Lübbersdorf (Lkr. Mecklenburgische Seenplatte),53.6466200, 13.6043900
651,Sadelkow (Lkr. Mecklenburgische Seenplatte),53.6052300, 13.4524600
652,Teschendorf (Lkr. Mecklenburgische Seenplatte),53.4577800, 13.3577500
653,Hartwigshof (Lkr. Mecklenburgische Seenplatte),53.4550000, 12.9970000
654,Neu Gaarz (Lkr. Mecklenburgische Seenplatte),53.2999000, 12.7060300
655,Quadenschönfeld (Lkr. Mecklenburgische Seenplatte),53.4220900, 13.3526300
656,"Schwarzenhof, Forst (Lkr. Mecklenburgische Seenplatte)",53.4634800, 12.7983800
657,Starsow (Lkr. Mecklenburgische Seenplatte),53.2625400, 12.7855100
658,Userin (Lkr. Mecklenburgische Seenplatte),53.3333000, 12.9833000
659,Damm (Lkr. Vorpommern-Greifswald),53.5512000, 14.1239600
660,Grünz (Lkr. Vorpommern-Greifswald),53.2826600, 14.1331400
661,Viereck (Lkr. Vorpommern-Greifswald),53.5500000, 14.0500000
662,Löcknitz (Lkr. Vorpommern-Greifswald),53.4648800, 14.2107400
663,Pasewalk (Lkr. Vorpommern-Greifswald),53.5163500, 13.9954500
664,Penkun (Lkr. Vorpommern-Greifswald),53.3000000, 14.2500000
665,Schwennenz (Lkr. Nordwestmecklenburg),53.3997100, 14.3560400
666,Röbel (Lkr. Mecklenburgische Seenplatte),53.3755500, 12.6037200
667,Grauenhagen (Lkr. Mecklenburgische Seenplatte),53.4057300, 13.5380000
668,Teterow (Lkr. Rostock),53.7833000, 12.5667000
669,Groß Varchow (Lkr. Mecklenburgische Seenplatte),53.5769700, 12.9370100
670,Penzlin (Lkr. Mecklenburgische Seenplatte),53.5000000, 13.0833000
671,Neubrandenburg (Lkr. Mecklenburgischen Seenplatte),53.5640000, 13.2750000
672,Auritz (Lkr. Bautzen),51.1713600, 14.4676000
673,Bautzen,51.1803500, 14.4349400
674,Breitendorf (Lkr. Bautzen),51.1407700, 14.6256700
675,Gleina (Burgenlandkreis),51.2667000, 11.7333000
676,Guttau (Lkr. Bautzen),51.2590400, 14.5613200
677,Holscha (Lkr. Bautzen),51.2682900, 14.3458700
679,Kleinsaubernitz (Lkr. Bautzen),51.2646500, 14.6047800
680,Königswartha (Lkr. Bautzen),51.3167000, 14.3333000
681,Nadelwitz (Lkr. Bautzen),51.1766700, 14.4560300
682,Preititz (Lkr. Bautzen),51.2217600, 14.5448100
683,Preuschwitz (Lkr. Bautzen),51.1583200, 14.4087200
684,Radeberg (Lkr. Bautzen),51.1201500, 13.9154500
685,Radebeul (Lkr. Meißen),51.1062000, 13.6514500
686,Radeburg (Lkr. Meißen),51.2139000, 13.7320000
687,Steinbach (Ot. von Dresden),51.0451300, 13.6036100
688,Großopitz (Lkr. Sächsische Schweiz-Osterzgebirge),50.9981100, 13.5900400
689,Tharandt (Lkr. Sächsische Schweiz-Osterzgebirge),50.9791000, 13.5236000
690,Wurgwitz (Lkr. Sächsische Schweiz-Osterzgebirge),50.9968000, 13.6499300
691,Berzdorf (Lkr. Görlitz),51.0667000, 14.9000000
692,Königshain (Lkr. Görlitz),51.1833000, 14.8667000
693,Mengelsdorf (Lkr. Görlitz),51.1559900, 14.8097400
694,Ober Neundorf (Lkr. Görlitz),51.2183400, 15.0041600
695,Großenhain (Lkr. Meißen),51.2833000, 13.5500000
696,Kmehlen,51.2280000, 13.4860000
697,Kottewitz (Lkr. Meißen),51.2492900, 13.5247200
698,Nauleis (Lkr. Meißen),51.2490100, 13.5822200
699,Piskowitz (Lkr. Meißen),51.2500000, 13.5170000
700,Skäßchen (Lkr. Meißen),51.3388000, 13.5854300
701,Zabeltitz (Lkr. Meißen),51.3514700, 13.5046200
702,Hoyerswerda (Lkr. Bautzen),51.4378100, 14.2491900
703,Knappenrode (Lkr. Bautzen),51.4033300, 14.3201600
704,Tätzschwitz (Lkr. Bautzen),51.4858900, 14.1075500
705,Schwepnitz (Lkr. Bautzen),51.3333000, 13.9667000
706,Bernstadt (Lkr. Görlitz),51.0500000, 14.8500000
707,Bischdorf (Lkr. Görlitz),51.1019900, 14.7403700
708,Herwigsdorf (Lkr. Görlitz),51.0726700, 14.7281900
709,Lawalde (Lkr. Görlitz),51.0833000, 14.6000000
710,Löbau (Lkr. Görlitz),51.0832000, 14.6590000
711,Lommatzsch (Lkr. Meißen),51.2000000, 13.3000000
712,Sörnewitz (Lkr. Meißen),51.1371900, 13.5209500
713,Attendorf-Seifersdorf (Lkr. Görlitz),51.2191900, 14.7774500
714,Diehsa (Lkr. Görlitz),51.2447600, 14.7663000
715,Torga (Lkr. Görlitz),51.2333000, 14.8833000
716,Pirna (Lkr. Sächsische Schweiz-Osterzgebirge),50.9507000, 13.9288600
717,Stauchitz (Lkr. Meißen),51.2500000, 13.2167000
718,Stösitz (Lkr. Meißen),51.2546300, 13.2358200
719,Zeithain (Lkr. Meißen),51.3333000, 13.3500000
720,Hartau (Lkr. Görlitz),50.8532900, 14.8053600
721,Oybin (Lkr. Görlitz),50.8500000, 14.7500000
722,Zittau (Lkr. Görlitz),50.9078000, 14.8011000
723,Dresden,51.0500000, 13.7500000
724,Coschütz (Ot. von Dresden),51.0333300, 13.7000000
725,Cotta (Ot. Dresden),51.0553700, 13.6843200
726,Friedrichstadt (Ot. von Dresden),51.0500000, 13.7333300
727,Hellerau (Ot. von Dresden),51.1166700, 13.7500000
728,Leubnitz (Ot. von Dresden),51.0138600, 13.7664500
729,Neugruna (Ot. von Dresden),51.0530500, 13.7983100
730,Neuseidnitz (Ot. von Dresden),51.0270000, 13.8050000
731,Dresden-Neustadt,51.0685900, 13.7559100
732,Striesen (Ot. von Dresden),51.0480900, 13.7897300
733,Görlitz (Kreisstadt),51.1551800, 14.9885300
734,Zauschwitz (Lkr. Leipzig),51.1795600, 12.2664600
735,Glesien (Lkr. Nordsachsen),51.4448200, 12.2251500
736,Wiedemar (Lkr. Nordsachsen),51.4667000, 12.2000000
737,Delmschütz (Lkr. Döbeln),51.2113700, 13.1258000
738,Döbeln (Lkr. Döbeln),51.1209000, 13.1209000
739,Tronitz (Lkr. Mittelsachsen),51.1717200, 13.0647200
740,Eilenburg (Lkr. Eilenburg),51.4650000, 12.6612000
741,Kaditzsch (Lkr. Leipzig),51.2196500, 12.7635500
742,Threna (Lkr. Leipzig),51.2562500, 12.5378200
743,Großdalzig (Lkr. Leipzig),51.2066100, 12.2731400
744,Mölkau (Stadtteil von Leipzig),51.3317900, 12.4416700
745,Papitz (Lkr. Nordsachsen),51.3878800, 12.2493900
746,Quesitz (Lkr. Leipzig),51.2904300, 12.2065800
747,Räpitz (Lkr. Leipzig),51.2586400, 12.2137100
748,Raschwitz (Lkr. Leipzig),51.2614700, 12.3707700
749,Schkölen (Lkr. Leipzig),51.0333000, 11.8167000
750,Taucha (Lkr. Nordsachsen),51.3751000, 12.4803500
751,Wehlitz (Lkr. Nordsachsen),51.3909600, 12.1925900
752,"Wiederitzsch, Ot. von Leipzig",51.3975000, 12.3727200
753,Zwenkau (Lkr. Leipzig),51.2172000, 12.3144000
754,Ockritz (Lkr. Nordsachsen),51.2442000, 13.0809800
755,Oschatz (Lkr. Nordsachsen),51.3000000, 13.1167000
756,Torgau (Lkr. Nordsachsen),51.5582000, 12.9699000
757,Dehnitz (Lkr. Leipzig),51.3501300, 12.7343600
758,Polenz (Lkr. Leipzig),51.3197800, 12.6435500
759,Leipzig,51.3419800, 12.3749800
760,Connewitz,51.3078500, 12.3761000
761,Dölitz (Stadtteil von Leipzig),51.2868200, 12.3990900
762,Knauthain (Stadtteil von Leipzig),51.2700100, 12.3018300
763,Möckern (Stadtteil von Leipzig),51.3699800, 12.3482700
764,Stünz,51.3384100, 12.4333500
765,Thonberg,51.2518400, 14.1381500
766,Eibenstock (Lkr. Erzgebirgskreis),50.4942000, 12.5993000
767,Pfaffengrün (Lkr. Vogtlandkreis),50.5612900, 12.2761400
768,Marienberg (Lkr. Erzgebirgskreis),50.6132000, 13.1883000
769,Rebersreuth,50.3488300, 12.2268400
770,Gospersgrün (Lkr. Zwickau),50.6838300, 12.3775900
771,Plauen (Lkr. Vogtlandkreis),50.4941900, 12.1353100
772,Barmbek,53.5770000, 10.0420000
773,Bergedorf,53.4850000, 10.2290000
774,Blankenese,53.5570000, 9.8060000
775,Eilbeck,53.5670000, 10.0500000
776,Eppendorf,53.5830000, 9.9670000
777,Hausbruch,53.4670000, 9.9000000
778,Kirchsteinbek,53.5330000, 10.1330000
779,Kirchwerder,53.4200000, 10.2020000
780,Lokstedt,53.6030000, 9.9560000
781,Ochsenwerder,53.4760000, 10.1010000
782,Ohlsdorf,53.6260000, 10.0310000
783,Rahlstedt,53.6020000, 10.1570000
784,Schiffbek,53.5330000, 10.1170000
785,Flensburg,54.7840000, 9.4400000
786,Düsternbrook,54.3340000, 10.1510000
787,Schreventeich (Stadt Kiel),54.3330000, 10.1000000
788,Hassee (Stadt Kiel),54.3030000, 10.1090000
789,Israelsdorf (Stadt Lübeck),53.9010000, 10.7450000
790,Neumünster,54.0724800, 9.9827800
791,Albersdorf (Lkr. Dithmarschen),54.1360000, 10.9280000
792,Dellstedt (Lkr. Dithmarschen),54.2330000, 9.3670000
793,Eddelak (Lkr. Dithmarschen),53.9500000, 9.1500000
794,Epenwöhrden (Lkr. Dithmarschen),54.1170000, 9.0500000
795,Fedderingen (Lkr. Dithmarschen),54.2830000, 9.1330000
796,Friedrichskoog (Lkr. Dithmarschen),54.0170000, 8.9170000
797,Heide (Stadt) (Lkr. Dithmarschen),54.1913300, 9.1041000
798,Meldorf (Lkr. Dithmarschen),54.0920000, 9.0690000
799,Nordhastedt (Lkr. Dithmarschen),54.1670000, 9.1830000
800,Hopen,53.9900000, 9.1360000
801,Schafstedt (Lkr. Dithmarschen),54.0830000, 9.3000000
802,Lkr. Dithmarschen,54.2120000, 8.9240000
803,Grünhof-Tesperhude (Lkr. Herzogtum Lauenburg),53.4070000, 10.4320000
804,Giesensdorf (Lkr. Herzogtum Lauenburg),53.6830000, 10.7000000
805,Müssen (Lkr. Herzogtum Lauenburg),53.4920000, 10.5640000
806,Ratzeburg (Lkr. Herzogtum Lauenburg),53.6950000, 10.7910000
807,Sandesneben (Lkr. Herzogtum Lauenburg),53.6830000, 10.5000000
808,Husum (Lkr. Nordfriesland),54.4860000, 9.0520000
809,Nebel (Lkr. Nordfriesland),54.6510000, 8.3540000
810,Niebüll (Lkr. Nordfriesland),54.7870000, 8.8290000
811,Ostenfeld (Lkr. Nordfriesland),54.4640000, 9.2340000
812,Süderoog (Lkr. Nordfriesland),54.4620000, 8.5520000
813,Rantrum (Lkr. Nordfriesland),54.4330000, 9.1170000
814,Archsum (Lkr. Nordfriesland),54.8730000, 8.3920000
815,Tating (Lkr. Nordfriesland),54.3330000, 8.7170000
816,Tinnum (Lkr. Nordfriesland),54.8990000, 8.3350000
817,Viöl (Lkr. Nordfriesland),54.5670000, 9.1830000
818,Wyk auf Föhr (Lkr. Nordfriesland),54.6910000, 8.5670000
819,Bosau (Lkr. Ostholstein),54.1170000, 10.4330000
820,Fehmarn (Lkr. Ostholstein),54.4330000, 11.2000000
821,Göhl (Lkr. Ostholstein),54.2840000, 10.9400000
822,Grube (Lkr. Ostholstein),54.2330000, 11.0330000
823,Heiligenhafen (Lkr. Ostholstein),54.3700000, 10.9800000
824,Malente (Lkr. Ostholstein),54.1720000, 10.5600000
825,Kleinwessek (Oldenburg in Holstein),54.3040000, 10.8300000
826,Ratekau (Lkr. Ostholstein),53.9500000, 10.7330000
827,Malkendorf (Lkr. Ostholstein),53.9680000, 10.6560000
828,Tornesch (Lkr. Pinneberg),53.7000000, 9.7170000
829,Wedel (Lkr. Pinneberg),53.5840000, 9.6980000
830,Ascheberg (Lkr. Plön),54.1500000, 10.3460000
831,Lindau (Lkr. Plön),52.0380000, 12.1080000
832,Oberkleveez (Lkr. Plön),54.1510000, 10.5020000
833,Engelau (Lkr. Plön),54.2600000, 10.5430000
834,Kalübbe (Lkr. Plön),54.1170000, 10.2830000
835,Kletkamp (Lkr. Plön),54.2500000, 10.6330000
836,Bellin (Lkr. Plön),54.2800000, 10.4720000
837,Lütjenburg (Lkr. Plön),54.2920000, 10.5890000
838,Plön (Lkr. Plön),54.1620000, 10.4230000
839,Eckernförde (Lkr. Rendsburg-Eckernförde),54.4690000, 9.8380000
840,Felm (Lkr. Rendsburg-Eckernförde),54.4170000, 10.0500000
841,Gettorf (Lkr. Rendsburg-Eckernförde),54.4000000, 9.9830000
842,Melsdorf (Lkr. Rendsburg-Eckernförde),54.3170000, 10.0330000
843,Rendsburg (Lkr. Rendsburg-Eckernförde),54.3070000, 9.6630000
844,Todenbüttel (Lkr. Rendsburg-Eckernförde),54.1330000, 9.5500000
845,Waabs-Langholz (Lkr. Rendsburg-Eckernförde),54.5160000, 9.9830000
846,Haithabu (Lkr. Schleswig-Flensburg),54.4910000, 9.5650000
847,Dörpstedt (Lkr. Schleswig-Flensburg),54.1270000, 9.5900000
848,Freienwill (Lkr. Schleswig-Flensburg),54.7330000, 9.5000000
849,Glücksburg (Lkr. Schleswig-Flensburg),54.8350000, 9.5490000
850,Handewitt (Lkr. Schleswig-Flensburg),54.7670000, 9.3330000
851,Schwackendorf (Lkr. Schleswig-Flensburg),54.7090000, 9.9370000
852,Kappeln (Lkr. Schleswig-Flensburg),54.6610000, 9.9310000
853,Pommerby (Lkr. Schleswig-Flensburg),54.5660000, 9.9560000
854,Quern (Lkr. Schleswig-Flensburg),54.7500000, 9.7170000
855,Rabenkirchen-Faulück (Lkr. Schleswig-Flensburg),54.6330000, 9.8500000
856,Satrup (Lkr. Schleswig-Flensburg),54.6920000, 9.6050000
857,Schleswig (Lkr. Schleswig-Flensburg),54.5220000, 9.5590000
858,Schuby (Lkr. Schleswig-Flensburg),54.5170000, 9.4830000
859,Süderbrarup (Lkr. Schleswig-Flensburg),54.6330000, 9.7830000
860,Thorsberger Moor (Lkr. Schleswig-Flensburg),54.6420000, 9.7720000
861,Tarp (Lkr. Schleswig-Flensburg),54.6670000, 9.4000000
862,Bad Bramstedt (Lkr. Segeberg),53.9180000, 9.8840000
863,Boostedt (Lkr. Segeberg),54.0170000, 10.0330000
864,Nahe (Lkr. Segeberg),53.8000000, 10.1330000
865,Stipsdorf (Lkr. Segeberg),53.9500000, 10.3330000
866,Tensfeld (Lkr. Segeberg),54.0500000, 10.3170000
867,Wakendorf II (Lkr. Segeberg),53.7850000, 10.0840000
868,Glückstadt (Lkr. Steinburg),53.7890000, 9.4260000
869,Hodorf (Lkr. Steinburg),53.9010000, 9.4300000
870,Eversdorf (Lkr. Altmarkkreises Salzwedel),53.9870000, 9.4780000
871,Pöschendorf (Lkr. Steinburg),54.0370000, 9.4880000
872,Bad Oldesloe (Lkr. Stormarn),53.8120000, 10.3740000
873,Treuholz (Lkr. Stormarn),53.7740000, 10.4400000
874,Todendorf (Lkr. Stormarn),53.7000000, 10.3500000
875,Alte Neustadt (Stadt Bremen),53.0730000, 8.7990000
876,Hastedt,53.0640000, 8.8610000
877,Lesumbrok,53.1500000, 8.6500000
878,Rekum,53.2200000, 8.5090000
879,Schwachhausen,53.0860000, 8.8490000
880,Seehausen (Bremen),53.1110000, 8.7080000
881,Walle,53.1050000, 8.7870000
882,Bremerhaven,53.5500000, 8.5770000
883,Bochum,51.4820000, 7.2160000
884,Harpen,51.4980000, 7.2880000
885,Dortmund,51.5150000, 7.4660000
886,Asseln,51.5280000, 7.5890000
887,Brackel,51.5298140, 7.5828200
888,Dorstfeld,51.5010000, 7.4110000
889,Grevel,51.5630000, 7.5510000
890,Kirchderne,51.5530000, 7.5090000
891,Lütgendortmund,51.4990000, 7.3480000
892,Marten,51.5130000, 7.3770000
893,Mengede,51.5724600, 7.3839200
894,Oespel,51.4860000, 7.3830000
895,Sölde,51.4970000, 7.5880000
896,Syburg,51.4250000, 7.4890000
897,Wellinghofen,51.4690000, 7.4900000
898,Wickede,51.4960000, 7.8660000
899,Dahl,51.3050000, 7.5320000
900,Hohenlimburg,51.3470800, 7.5752600
901,Vorhalle,51.3830000, 7.4350000
902,Hamm,51.6800000, 7.8210000
903,Herne,51.5390000, 7.2260000
904,Eickel,51.5180000, 7.1760000
905,Breckerfeld,51.2590000, 7.4680000
906,Gevelsberg,51.3200000, 7.3390000
907,Hattingen,51.3990000, 7.1860000
908,Herdecke,51.4000000, 7.4360000
909,Rüdinghausen,51.4500000, 7.4010000
910,Stockum,51.4170000, 7.2500000
911,Arnsberg,51.3830000, 8.0830000
912,Holzen,51.4180000, 7.9160000
913,Brilon,51.3950000, 8.5710000
914,Marsberg,51.4620000, 8.8490000
915,Erlinghausen,51.4410000, 8.8970000
916,Niedermarsberg,51.4690000, 8.8610000
917,Obermarsberg,51.4500000, 8.8530000
918,Oesdorf,51.5060000, 8.8760000
919,Westheim,51.4960000, 8.9090000
920,Medebach,51.1970000, 8.7060000
921,Eversberg,51.3500000, 8.2830000
922,Laer,51.3480000, 8.2570000
923,Bigge,51.3550000, 8.4710000
924,Bad Fredeburg,51.1890000, 8.3100000
925,Altena,51.2950000, 7.6730000
926,Garbeck,51.3190000, 7.8300000
927,Hemer,51.3870000, 7.7700000
928,Lüdenscheid,51.2200000, 7.6270000
929,Menden,51.4430000, 7.7780000
930,Meggen,51.1260000, 8.0700000
931,Burbach,50.7500000, 8.0830000
932,Siegen,50.8750000, 8.0240000
933,Bettinghausen,51.6230000, 8.1970000
934,Elfsen,51.5460000, 8.1560000
935,Bilme,51.5150000, 8.0150000
936,Bremen (Lkr. Soest),51.5040000, 7.9580000
937,Erwitte,51.6130000, 8.3380000
938,Bad Westernkotten,51.6320000, 8.3630000
939,Geseke,51.6410000, 8.5110000
940,Lippborg,51.6640000, 8.0420000
941,Lippstadt,51.6740000, 8.3450000
942,Benninghausen,51.6530000, 8.2450000
943,Cappel,51.6810000, 8.3060000
944,Berlingsen,51.5140000, 8.1380000
945,Wamel,51.4940000, 8.1870000
946,Rüthen,51.4910000, 8.4360000
947,Kneblinghausen,51.5000000, 8.5060000
948,Soest,51.5760000, 8.1060000
949,Ampen,51.5530000, 8.0530000
950,Müllingsen,51.5420000, 8.1390000
951,Ostönnen,51.5480000, 8.0010000
952,Warstein,51.4450000, 8.3490000
953,Allagen,51.4800000, 8.2530000
954,Belecke,51.4810000, 8.3320000
955,Sichtigvor,51.4850000, 8.2770000
956,Schwefe,51.5800000, 8.0350000
957,Werl,51.5550000, 7.9140000
958,Budberg,51.5650000, 7.8770000
959,Sönnern,51.5780000, 7.8990000
960,Schlückingen,51.5190000, 7.8650000
961,Waltringen,51.5060000, 7.9210000
963,Fröndenberg,51.4760000, 7.7690000
964,Bentrop,51.4940000, 7.8260000
965,Dellwig,51.4780000, 7.6920000
966,Kamen,51.5920000, 7.6640000
967,Westick,51.5750000, 7.6270000
968,Beckinghausen,51.6170000, 7.5590000
969,Schwerte,51.4440000, 7.5680000
970,Westhofen,51.4230000, 7.5330000
971,Bork,51.6670000, 7.5000000
972,Unna,51.5380000, 7.6900000
973,Hemmerde,51.5480000, 7.8120000
974,Lünern,51.5480000, 7.7620000
975,Massen,51.5330000, 7.6500000
976,Mühlhausen,51.5440000, 7.7370000
977,Werne,51.6640000, 7.6340000
978,Bielefeld,52.0330000, 8.5330000
979,Babenhausen,52.0600000, 8.4910000
980,Brackwede,51.9900000, 8.5070000
981,Brake,52.0690000, 8.5960000
982,Dornberg,52.0440000, 8.4840000
983,Gadderbaum,52.0020000, 8.5170000
984,Heepen,52.0320000, 8.6050000
985,Quelle,51.9970000, 8.4850000
986,Gütersloh,51.9070000, 8.3790000
987,Isselhorst,51.9460000, 8.4090000
988,Niehorst,51.9490000, 8.3490000
989,Oldendorf,52.0640000, 8.3430000
990,Künsebeck,52.0380000, 8.3820000
991,Langenberg,51.3500000, 7.1190000
992,Batenhorst,51.8040000, 8.2980000
993,Wiedenbrück,51.8350000, 8.3110000
994,Rietberg,51.8090000, 8.4280000
995,Bokel,51.8020000, 8.3770000
996,Werther,52.0780000, 8.4180000
997,Bustedt,52.1700000, 8.5970000
998,Holsen,52.2050000, 8.5180000
999,Spradow,52.2090000, 8.6030000
1000,Enger,52.1410000, 8.5580000
1001,Belke-Steinbeck,52.1500000, 8.5670000
1002,Siele,52.1640000, 8.5490000
1003,Südlengern,52.1930000, 8.6380000
1004,Mennighüffen,52.2170000, 8.7000000
1005,Vlotho,52.1650000, 8.8600000
1006,Uffeln,52.1750000, 8.8780000
1007,Bad Driburg,51.7330000, 9.0200000
1008,Pömbsen,51.7750000, 9.0710000
1009,Herstelle,51.6420000, 9.4180000
1010,Borgentreich,51.5690000, 9.2410000
1011,Bühne,51.5720000, 9.3100000
1012,Körbecke,51.5340000, 9.2810000
1013,Rösebeck,51.5220000, 9.2490000
1014,Brakel,51.7180000, 9.1860000
1015,Höxter,51.7750000, 9.3820000
1016,Altenbergen,51.7940000, 9.2440000
1017,Vörden,51.8200000, 9.2310000
1018,Nieheim,51.8050000, 9.1130000
1019,Himmighausen,51.8130000, 9.0240000
